,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
2768,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1688.0,513.0,23.307587460245344,1.0
2864,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1678.0,523.0,23.761926397092232,1.0
2960,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1660.0,541.0,24.579736483416628,1.0
3056,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1653.0,548.0,24.897773739209452,1.0
3152,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1616.0,585.0,26.578827805542936,1.0
3248,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1432.0,769.0,34.93866424352567,1.0
3344,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1826.0,375.0,17.037710131758292,1.0
3440,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1812.0,389.0,17.673784643343936,1.0
3536,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1699.0,502.0,22.807814629713768,1.0
3632,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2130.0,71.0,3.225806451612903,1.0
3728,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2134.0,67.0,3.044070876874148,1.0
3824,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1623.0,578.0,26.260790549750112,1.0
3920,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1684.0,517.0,23.4893230349841,1.0
81,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2040.0,161.0,7.314856883234893,0.0
177,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2162.0,39.0,1.7719218537028623,0.0
273,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2159.0,42.0,1.9082235347569287,0.0
369,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1788.0,413.0,18.764198091776464,0.0
465,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2201.0,0.0,0.0,0.0
561,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1614.0,587.0,26.669695592912312,0.0
657,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1684.0,517.0,23.4893230349841,0.0
753,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1673.0,528.0,23.989095865515676,0.0
849,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1647.0,554.0,25.170377101317584,0.0
945,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1700.0,501.0,22.762380736029076,1.0
1041,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1730.0,471.0,21.399363925488416,1.0
1137,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1591.0,610.0,27.714675147660156,1.0
1233,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1575.0,626.0,28.441617446615176,1.0
1329,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1966.0,235.0,10.676965015901862,1.0
1425,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1916.0,285.0,12.948659700136302,1.0
1521,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1937.0,264.0,11.994547932757838,1.0
1617,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1623.0,578.0,26.260790549750112,1.0
1713,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2129.0,72.0,3.271240345297592,1.0
1809,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1597.0,604.0,27.44207178555202,1.0
1905,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1584.0,617.0,28.032712403452976,1.0
2001,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1479.0,722.0,32.803271240345296,1.0
2097,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1793.0,408.0,18.53702862335302,1.0
2193,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1835.0,366.0,16.628805088596092,1.0
2289,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1768.0,433.0,19.67287596547024,1.0
2385,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1969.0,232.0,10.540663334847796,1.0
2481,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1998.0,203.0,9.223080417991822,0.0
2577,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2028.0,173.0,7.860063607451159,0.0
2673,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2069.0,132.0,5.997273966378919,0.0
2769,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1856.0,345.0,15.674693321217628,1.0
2865,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1704.0,497.0,22.580645161290324,1.0
2961,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1686.0,515.0,23.39845524761472,1.0
3057,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1678.0,523.0,23.761926397092232,1.0
3153,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1646.0,555.0,25.215810995002272,1.0
3249,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1487.0,714.0,32.439800090867784,1.0
3345,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1832.0,369.0,16.76510676965016,1.0
3441,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1818.0,383.0,17.4011812812358,1.0
3537,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1848.0,353.0,16.03816447069514,1.0
3633,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2132.0,69.0,3.1349386642435255,1.0
3729,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2138.0,63.0,2.862335302135393,1.0
3825,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1796.0,405.0,18.400726942298956,1.0
3921,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1708.0,493.0,22.398909586551568,1.0
82,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2078.0,123.0,5.58836892321672,0.0
178,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2185.0,16.0,0.7269422989550205,0.0
274,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2181.0,20.0,0.9086778736937755,0.0
370,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1881.0,320.0,14.538845979100408,0.0
466,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2201.0,0.0,0.0,0.0
562,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1861.0,340.0,15.447523852794184,0.0
658,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1998.0,203.0,9.223080417991822,0.0
754,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1717.0,484.0,21.990004543389368,0.0
850,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1941.0,260.0,11.812812358019082,0.0
946,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1743.0,458.0,20.80872330758746,1.0
1042,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1775.0,426.0,19.35483870967742,1.0
1138,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1641.0,560.0,25.442980463425716,1.0
1234,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1622.0,579.0,26.306224443434804,1.0
1330,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2066.0,135.0,6.133575647432985,1.0
1426,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2024.0,177.0,8.041799182189914,1.0
1522,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2114.0,87.0,3.9527487505679235,1.0
1618,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1807.0,394.0,17.90095411176738,1.0
1714,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2172.0,29.0,1.3175829168559745,1.0
1810,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1641.0,560.0,25.442980463425716,1.0
1906,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1634.0,567.0,25.761017719218536,1.0
2002,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1657.0,544.0,24.716038164470696,1.0
2098,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1810.0,391.0,17.764652430713312,1.0
2194,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1925.0,276.0,12.539754656974102,1.0
2290,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1809.0,392.0,17.810086324398,1.0
2386,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2078.0,123.0,5.58836892321672,1.0
2482,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2080.0,121.0,5.497501135847342,0.0
2578,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2105.0,96.0,4.361653793730123,0.0
2674,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2094.0,107.0,4.861426624261699,0.0
2770,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1913.0,288.0,13.084961381190368,1.0
2866,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1770.0,431.0,19.582008178100864,1.0
2962,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1756.0,445.0,20.218082689686508,1.0
3058,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1746.0,455.0,20.672421626533392,1.0
3154,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1732.0,469.0,21.308496138119036,1.0
3250,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1627.0,574.0,26.07905497501136,1.0
3346,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1852.0,349.0,15.856428895956384,1.0
3442,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1837.0,364.0,16.537937301226716,1.0
3538,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1921.0,280.0,12.721490231712858,1.0
3634,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2154.0,47.0,2.1353930031803725,1.0
3730,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2158.0,43.0,1.9536574284416175,1.0
3826,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1923.0,278.0,12.63062244434348,1.0
3922,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1771.0,430.0,19.536574284416176,1.0
83,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2102.0,99.0,4.497955474784189,0.0
179,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2200.0,1.0,0.04543389368468878,0.0
275,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2196.0,5.0,0.22716946842344388,0.0
371,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1951.0,250.0,11.358473421172194,0.0
467,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2201.0,0.0,0.0,0.0
563,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2028.0,173.0,7.860063607451159,0.0
659,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2055.0,146.0,6.633348477964562,0.0
755,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1755.0,446.0,20.263516583371196,0.0
851,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2119.0,82.0,3.72557928214448,0.0
947,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1786.0,415.0,18.855065879145844,1.0
1043,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1813.0,388.0,17.628350749659244,1.0
1139,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1688.0,513.0,23.307587460245344,1.0
1235,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1664.0,537.0,24.398000908677872,1.0
1331,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2106.0,95.0,4.316219900045434,1.0
1427,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2149.0,52.0,2.3625624716038165,1.0
1523,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2154.0,47.0,2.1353930031803725,1.0
1619,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2011.0,190.0,8.632439800090868,1.0
1715,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2187.0,14.0,0.6360745115856429,1.0
1811,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1674.0,527.0,23.943661971830984,1.0
1907,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1666.0,535.0,24.307133121308496,1.0
2003,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1823.0,378.0,17.17401181281236,1.0
2099,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1827.0,374.0,16.992276238073604,1.0
2195,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1961.0,240.0,10.904134484325306,1.0
2291,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1834.0,367.0,16.67423898228078,1.0
2387,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2152.0,49.0,2.22626079054975,1.0
2483,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2125.0,76.0,3.452975920036347,0.0
2579,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2131.0,70.0,3.1803725579282145,0.0
2675,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2115.0,86.0,3.907314856883235,0.0
2771,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1926.0,275.0,12.494320763289414,1.0
2867,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1877.0,324.0,14.720581553839164,1.0
2963,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1863.0,338.0,15.356656065424806,1.0
3059,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1849.0,352.0,15.99273057701045,1.0
3155,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1872.0,329.0,14.947751022262608,1.0
3251,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1657.0,544.0,24.716038164470696,1.0
3347,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1879.0,322.0,14.629713766469786,1.0
3443,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1862.0,339.0,15.402089959109496,1.0
3539,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1933.0,268.0,12.176283507496592,1.0
3635,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2168.0,33.0,1.4993184915947297,1.0
3731,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2173.0,28.0,1.2721490231712858,1.0
3827,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1935.0,266.0,12.085415720127214,1.0
3923,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1843.0,358.0,16.265333939118584,1.0
84,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2149.0,52.0,2.3625624716038165,0.0
180,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
276,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
372,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2121.0,80.0,3.634711494775102,0.0
468,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
564,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
660,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2162.0,39.0,1.7719218537028623,0.0
756,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1838.0,363.0,16.492503407542028,0.0
852,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
948,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1907.0,294.0,13.3575647432985,1.0
1044,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1872.0,329.0,14.947751022262608,1.0
1140,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1762.0,439.0,19.945479327578372,1.0
1236,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1742.0,459.0,20.854157201272148,1.0
1332,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,1.0
1428,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2193.0,8.0,0.36347114947751025,1.0
1524,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2188.0,13.0,0.5906406179009541,1.0
1620,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2080.0,121.0,5.497501135847342,1.0
1716,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,1.0
1812,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1791.0,410.0,18.6278964107224,1.0
1908,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1786.0,415.0,18.855065879145844,1.0
2004,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1948.0,253.0,11.49477510222626,1.0
2100,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1868.0,333.0,15.129486597001364,1.0
2196,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2038.0,163.0,7.405724670604271,1.0
2292,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1891.0,310.0,14.084507042253522,1.0
2388,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,1.0
2484,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0,0.0
2580,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2182.0,19.0,0.8632439800090868,0.0
2676,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2160.0,41.0,1.86278964107224,0.0
2772,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1959.0,242.0,10.995002271694684,1.0
2868,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1990.0,211.0,9.586551567469332,1.0
2964,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1980.0,221.0,10.04089050431622,1.0
3060,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1971.0,230.0,10.449795547478418,1.0
3156,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1941.0,260.0,11.812812358019082,1.0
3252,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1714.0,487.0,22.126306224443436,1.0
3348,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1947.0,254.0,11.54020899591095,1.0
3444,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1927.0,274.0,12.448886869604726,1.0
3540,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1966.0,235.0,10.676965015901862,1.0
3636,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2197.0,4.0,0.18173557473875512,1.0
3732,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2199.0,2.0,0.09086778736937756,1.0
3828,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1968.0,233.0,10.586097228532486,1.0
3924,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1988.0,213.0,9.67741935483871,1.0
85,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2182.0,19.0,0.8632439800090868,0.0
181,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
277,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
373,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2172.0,29.0,1.3175829168559745,0.0
469,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
565,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
661,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2185.0,16.0,0.7269422989550205,0.0
757,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1899.0,302.0,13.72103589277601,0.0
853,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
949,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1991.0,210.0,9.541117673784644,1.0
1045,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1907.0,294.0,13.3575647432985,1.0
1141,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1799.0,402.0,18.264425261244888,1.0
1237,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1783.0,418.0,18.991367560199908,1.0
1333,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
1429,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
1525,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
1621,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2127.0,74.0,3.3621081326669695,1.0
1717,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
1813,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1842.0,359.0,16.310767832803272,1.0
1909,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1858.0,343.0,15.58382553384825,1.0
2005,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2087.0,114.0,5.179463880054521,1.0
2101,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1923.0,278.0,12.63062244434348,1.0
2197,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2097.0,104.0,4.725124943207633,1.0
2293,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1925.0,276.0,12.539754656974102,1.0
2389,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
2485,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,0.0
2581,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2198.0,3.0,0.13630168105406634,0.0
2677,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2192.0,9.0,0.408905043162199,0.0
2773,pnpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1983.0,218.0,9.904588823262154,1.0
2869,pnpo-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2011.0,190.0,8.632439800090868,1.0
2965,pnpo-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2002.0,199.0,9.041344843253066,1.0
3061,pnpo-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1994.0,207.0,9.404815992730578,1.0
3157,pnpo-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1965.0,236.0,10.722398909586552,1.0
3253,pnpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1753.0,448.0,20.354384370740572,1.0
3349,pnpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2006.0,195.0,8.859609268514312,1.0
3445,pnpo-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1983.0,218.0,9.904588823262154,1.0
3541,pnpo-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1991.0,210.0,9.541117673784644,1.0
3637,pnpo-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
3733,pnpo-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2201.0,0.0,0.0,1.0
3829,pnpo-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1991.0,210.0,9.541117673784644,1.0
3925,pnpo-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,2010.0,191.0,8.677873693775556,1.0
86,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.5,2201.0,0.0,0.0,0.0
182,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.5,2201.0,0.0,0.0,0.0
278,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.5,2201.0,0.0,0.0,0.0
374,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,1.5,2201.0,0.0,0.0,0.0
